DB00051,Adalimumab,BE0000704;BE0000901;BE0002093;BE0002094;BE0002095;BE0002096;BE0002097;BE0001529;BE0000710;BE0002098;BE0002099;BE0002100
DB00052,Somatotropin,BE0000075;BE0000345
DB00053,Imiglucerase,BE0004806
DB00054,Abciximab,BE0001155;BE0000439;BE0000901;BE0002093;BE0002094;BE0002095;BE0002096;BE0002097;BE0001529;BE0000710;BE0002098;BE0002099;BE0002100;BE0001068
DB00055,Drotrecogin alfa,BE0000016;BE0000041;BE0000240;BE0001151;BE0000943;BE0001140;BE0000048;BE0001129;BE0002112;BE0002142;BE0000403;BE0001161
DB00056,Gemtuzumab ozogamicin,BE0000674;BE0000901;BE0002093;BE0002094;BE0002095;BE0002096;BE0002097;BE0001529;BE0000710;BE0002098;BE0002099;BE0002100
DB00057,Indium In-111 satumomab pendetide,BE0004842
DB00058,Alpha-1-proteinase inhibitor,BE0000394
DB00059,Pegaspargase,BE0004798
DB00060,Interferon beta-1a,BE0000661;BE0000385
DB00061,Pegademase bovine,BE0004828;BE0000917
DB00062,Human Serum Albumin,BE0001119;BE0004795;BE0000932
DB00063,Eptifibatide,BE0001155
DB00065,Infliximab,BE0000704
DB00066,Follitropin,BE0000387
DB00067,Vasopressin,BE0000293;BE0000165;BE0000773
DB00068,Interferon beta-1b,BE0000661;BE0000385
DB00069,Interferon alfacon-1,BE0000661;BE0000385
DB00070,Hyaluronidase,BE0004821;BE0000984
DB00071,Insulin Pork,BE0000033;BE0000858;BE0001183;BE0002122;BE0004466;BE0002123;BE0000941;BE0001123;BE0002124;BE0002125;BE0001147;BE0000942;BE0002126;BE0002127
DB00072,Trastuzumab,BE0000511;BE0000767;BE0002093;BE0002094;BE0002095;BE0002096;BE0001529;BE0000710;BE0002098;BE0002099;BE0002100;BE0000901;BE0002097
DB00073,Rituximab,BE0000066;BE0000901;BE0002093;BE0002094;BE0002095;BE0002096;BE0002097;BE0001529;BE0000710;BE0002098;BE0002099;BE0002100
DB00074,Basiliximab,BE0000658;BE0000651;BE0000710;BE0002097;BE0002098;BE0002099;BE0002100;BE0000901;BE0001529;BE0002093;BE0002094;BE0002095;BE0002096
DB00075,Muromonab,BE0003456;BE0000274;BE0003457;BE0003458;BE0000901;BE0002093;BE0002094;BE0002095;BE0002096;BE0002097;BE0001529;BE0000710;BE0002098;BE0002099;BE0002100
DB00076,Digoxin Immune Fab (Ovine),BE0004837
DB00078,Ibritumomab tiuxetan,BE0000066;BE0000901;BE0002093;BE0002094;BE0002095;BE0002096;BE0002097;BE0001529;BE0000710;BE0002098;BE0002099;BE0002100
DB00080,Daptomycin,BE0004833;BE0004832
DB00081,Tositumomab,BE0000066;BE0000901;BE0002093;BE0002094;BE0002095;BE0002096;BE0002097;BE0000710;BE0002098;BE0002099;BE0002100
DB00082,Pegvisomant,BE0000075
DB00083,Botulinum Toxin Type A,BE0000390;BE0003572
DB00085,Pancrelipase,BE0004834;BE0004835;BE0004836
DB00086,Streptokinase,BE0000211;BE0000928
DB00087,Alemtuzumab,BE0000083;BE0000901;BE0002093;BE0002094;BE0002095;BE0002096;BE0002097;BE0000710;BE0002098;BE0002099;BE0002100
DB00088,Alglucerase,BE0004806
DB00089,Capromab pendetide,BE0000568
DB00090,Laronidase,BE0004822
DB00091,Cyclosporine,BE0000379;BE0002143;BE0001014;BE0001399
DB00092,Alefacept,BE0000719;BE0002093;BE0002094;BE0002095;BE0002096;BE0002097;BE0000710;BE0002098;BE0002099;BE0002100;BE0000901
DB00093,Felypressin,BE0000165
DB00094,Urofollitropin,BE0000387
DB00095,Efalizumab,BE0000516;BE0000901;BE0002093;BE0002094;BE0002095;BE0002096;BE0002097;BE0000710;BE0002098;BE0002099;BE0002100
DB00097,Choriogonadotropin alfa,BE0000134;BE0000387
DB00098,Antithymocyte immunoglobulin (rabbit),BE0000598;BE0003573;BE0000516;BE0000846;BE0002099;BE0003488;BE0003575;BE0003576;BE0001155
DB00099,Filgrastim,BE0000793;BE0000394
DB00100,Coagulation Factor IX (Recombinant),BE0000216;BE0001021;BE0000333;BE0000016;BE0000048;BE0002110;BE0000403
DB00102,Becaplermin,BE0000205;BE0000852;BE0000910
DB00103,Agalsidase beta,BE0004830
DB00104,Octreotide,BE0000452;BE0002147;BE0003528
DB00105,"Interferon Alfa-2b, Recombinant",BE0000385;BE0000661
DB00106,Abarelix,BE0000203
DB00107,Oxytocin,BE0000844;BE0000751
DB00108,Natalizumab,BE0000590;BE0000901;BE0002093;BE0002094;BE0002095;BE0002096;BE0002097;BE0000710;BE0002098;BE0002099;BE0002100;BE0001085
DB00109,Enfuvirtide,BE0000398
DB00110,Palivizumab,BE0000686;BE0000901;BE0002093;BE0002094;BE0002095;BE0002096;BE0002097;BE0000710;BE0002098;BE0002099;BE0002100
DB00111,Daclizumab,BE0000658;BE0000651;BE0000901;BE0002093;BE0002094;BE0002095;BE0002096;BE0002097;BE0000710;BE0002098;BE0002099;BE0002100
DB00112,Bevacizumab,BE0000163;BE0000901;BE0002093;BE0002094;BE0002095;BE0002096;BE0002097;BE0000710;BE0002098;BE0002099;BE0002100
DB00113,Technetium Tc-99m arcitumomab,BE0000107
DB00115,Cyanocobalamin,BE0000734;BE0000777;BE0000763;BE0000320;BE0002175;BE0002176
DB00116,Tetrahydrofolic acid,BE0000617;BE0000268;BE0000010;BE0000933;BE0000734;BE0000822;BE0001240;BE0000331;BE0000292;BE0002176;BE0002154;BE0002177
DB00117,L-Histidine,BE0000002;BE0000740;BE0000285;BE0000086
DB00118,Ademetionine,BE0000372;BE0000101;BE0000304;BE0000323;BE0000407;BE0002089;BE0008997;BE0005015
DB00119,Pyruvic acid,BE0000449;BE0000178;BE0000102;BE0000386;BE0000046;BE0000174;BE0000440;BE0000098;BE0000088;BE0000253;BE0000195;BE0000361;BE0000669;BE0000698
DB00120,L-Phenylalanine,BE0000692;BE0000789;BE0000038;BE0000753;BE0000028;BE0000561;BE0000614
DB00121,Biotin,BE0000544;BE0000159;BE0000094;BE0000072;BE0000702;BE0000445;BE0000698;BE0000492;BE0000626
DB00122,Choline,BE0000494;BE0000426;BE0000615;BE0002179;BE0002180;BE0002181;BE0002186;BE0002341
DB00123,L-Lysine,BE0000212;BE0000052;BE0000136;BE0000562;BE0000198
DB00125,L-Arginine,BE0000263;BE0000136;BE0000448;BE0000520;BE0000005;BE0000212;BE0000758;BE0000052;BE0000671
DB00126,Vitamin C,BE0004338;BE0001361;BE0004796;BE0001225;BE0002192;BE0002117;BE0002195;BE0002197;BE0000138;BE0002200;BE0000060;BE0002202;BE0002203;BE0002205;BE0002206;BE0002208;BE0002210;BE0002211;BE0002213;BE0002215;BE0002217;BE0000168;BE0000087;BE0002219;BE0002221;BE0002223
DB00127,Spermine,BE0000964;BE0000566;BE0004796;BE0000404;BE0000509;BE0000172;BE0000694
DB00128,L-Aspartic Acid,BE0003317;BE0003751;BE0000277;BE0000529;BE0000187;BE0000219;BE0000671;BE0000481;BE0000383;BE0000725;BE0000235;BE0000528;BE0002225;BE0002227;BE0002228;BE0001054;BE0002152;BE0000788;BE0002229;BE0002230;BE0002231;BE0002232
DB00129,Ornithine,BE0000424;BE0000306;BE0000286;BE0000371;BE0000562;BE0000258;BE0000052;BE0000212;BE0000758;BE0000201;BE0000136;BE0002233;BE0000347;BE0002234
DB00130,L-Glutamine,BE0000874;BE0000374;BE0002240
DB00131,Adenosine monophosphate,BE0000958;BE0004796;BE0001277;BE0000487;BE0000007;BE0000254;BE0001473;BE0001287;BE0000746;BE0000350;BE0000677;BE0000774;BE0000269;BE0000639;BE0002431;BE0003540
DB00132,Alpha-Linolenic Acid,BE0000888;BE0002246;BE0000986;BE0001023;BE0002247;BE0000071;BE0001777;BE0001007;BE0000215;BE0000412
DB00133,L-Serine,BE0000323;BE0000164;BE0000388;BE0000660;BE0000441;BE0000063;BE0000316
DB00134,L-Methionine,BE0000763;BE0000734;BE0001534;BE0000845;BE0002249
DB00135,L-Tyrosine,BE0000614;BE0000363;BE0000230;BE0000692
DB00136,Calcitriol,BE0000779;BE0008987;BE0001141
DB00138,Cystine,BE0000030;BE0000035;BE0002251;BE0001130
DB00139,Succinic acid,BE0002257;BE0002258;BE0002259;BE0002221;BE0002260;BE0002261;BE0000176;BE0000989;BE0000611;BE0000447;BE0000022;BE0000355;BE0002252;BE0002253;BE0002195;BE0002197;BE0000060;BE0002254;BE0000152;BE0002255;BE0002256;BE0000087;BE0000528;BE0002202;BE0002206;BE0002208
DB00140,Riboflavin,BE0000370;BE0003327;BE0000595
DB00141,N-Acetylglucosamine,BE0002262;BE0002263;BE0002264;BE0002265;BE0002266;BE0000391;BE0000109;BE0000259
DB00142,Glutamic Acid,BE0000824;BE0000833;BE0000827;BE0000828;BE0000834;BE0000835;BE0002267;BE0002268;BE0002235;BE0000721;BE0000396;BE0002269;BE0000534;BE0002237;BE0000825;BE0000383;BE0000188;BE0000219;BE0002240;BE0000529;BE0000692;BE0000667;BE0000403;BE0001115;BE0000884;BE0001054;BE0000166;BE0002270;BE0000755;BE0000321;BE0000517;BE0000253;BE0000365;BE0000700;BE0002271;BE0000760;BE0000417;BE0000454;BE0002152;BE0002272;BE0002273;BE0002244;BE0002162;BE0002274;BE0000727;BE0000641;BE0002166;BE0002275;BE0002276;BE0000073;BE0000003;BE0002277;BE0002278;BE0000030;BE0004640;BE0000603;BE0000180;BE0000346;BE0000640;BE0000606;BE0000568;BE0000602;BE0000378;BE0000822;BE0000829;BE0000831;BE0000830;BE0000823;BE0000826;BE0000832
DB00143,Glutathione,BE0002279;BE0001167;BE0002280;BE0002281;BE0002189;BE0002282;BE0002283;BE0000889;BE0001189;BE0002284;BE0001135;BE0002285;BE0002286;BE0001825;BE0002287;BE0002288;BE0002289;BE0002290;BE0002291;BE0002292;BE0000962;BE0001117;BE0000648;BE0000185;BE0000807;BE0000808;BE0000809;BE0000810;BE0000811;BE0000812;BE0000813;BE0000814;BE0000815;BE0000816;BE0000817;BE0000818;BE0000819;BE0000820;BE0000821;BE0000747;BE0000058;BE0002638
DB00144,Phosphatidyl serine,BE0002296;BE0002297;BE0002299;BE0002300;BE0002301;BE0001001;BE0001132;BE0001099;BE0000673;BE0000189
DB00145,Glycine,BE0000518;BE0000409;BE0000898;BE0002302;BE0000998;BE0000760;BE0002303;BE0002304;BE0000185;BE0000454;BE0002154;BE0002305;BE0000536;BE0000292;BE0002306;BE0002307;BE0000102;BE0002308;BE0002309;BE0002310;BE0000534;BE0000618;BE0000940;BE0000433;BE0000316;BE0000055;BE0000331;BE0000414;BE0000745;BE0000372;BE0000347
DB00146,Calcidiol,BE0000779
DB00147,Pyridoxal,BE0000042
DB00149,L-Leucine,BE0000204;BE0000721;BE0000517;BE0000613;BE0000450;BE0000769
DB00150,L-Tryptophan,BE0002311;BE0001343;BE0000228
DB00151,L-Cysteine,BE0000606;BE0000166;BE0000529;BE0000791;BE0000323;BE0000701;BE0001145;BE0000185;BE0000963;BE0002312;BE0000079;BE0000151;BE0000569
DB00152,Thiamine,BE0000157;BE0003530
DB00153,Ergocalciferol,BE0000779
DB00154,Dihomo-gamma-linolenic acid,BE0000017;BE0000262
DB00155,L-Citrulline,BE0000671;BE0000608;BE0000788;BE0000766;BE0000306;BE0000067;BE0000005;BE0000263;BE0002313;BE0002314;BE0002315;BE0002316;BE0001092
DB00156,L-Threonine,BE0000482;BE0000234;BE0002317
DB00158,Folic Acid,BE0000271;BE0000652;BE0003405
DB00159,Icosapent,BE0000262;BE0000017;BE0000215;BE0001007;BE0000888;BE0000996;BE0001093;BE0000688;BE0000986;BE0001023;BE0000071
DB00160,L-Alanine,BE0000316;BE0000253;BE0000392;BE0002318;BE0002164;BE0002166;BE0000667;BE0000151;BE0000536;BE0000789;BE0000102;BE0000294;BE0000480
DB00161,L-Valine,BE0000544;BE0000517;BE0000223
DB00162,Vitamin A,BE0000726;BE0002319;BE0000583;BE0002320;BE0002321;BE0000032;BE0002322;BE0002323;BE0000900;BE0000301;BE0000570;BE0000593;BE0000255;BE0000513;BE0000554;BE0000786;BE0005056;BE0001167
DB00163,Vitamin E,BE0000956;BE0000872;BE0000248;BE0001132;BE0002324;BE0002325;BE0002326;BE0000076;BE0000339;BE0000256
DB00165,Pyridoxine,BE0000042
DB00166,Lipoic Acid,BE0000040;BE0002327;BE0000094
DB00167,L-Isoleucine,BE0002328;BE0000573;BE0000517;BE0000721;BE0000491
DB00168,Aspartame,BE0001023;BE0000395;BE0000582
DB00169,Cholecalciferol,BE0000779
DB00170,Menadione,BE0000403;BE0000713;BE0002329;BE0000048;BE0000333;BE0000364;BE0000216;BE0000380;BE0000943;BE0000547;BE0000220;BE0001184;BE0000724
DB00172,L-Proline,BE0002253;BE0002330;BE0002331;BE0002149;BE0000060;BE0002332;BE0001399;BE0002333;BE0001014;BE0002334;BE0002202;BE0002335;BE0002336;BE0002206;BE0002208;BE0004615;BE0002337;BE0000225;BE0000188;BE0000423;BE0000723;BE0000728
DB00173,Adenine,BE0000115;BE0002007;BE0000702;BE0003786;BE0002791;BE0002755;BE0002706;BE0004323;BE0002792;BE0004796;BE0001128;BE0001229
DB00174,L-Asparagine,BE0000236;BE0002230;BE0002338;BE0000285;BE0000219;BE0000607
DB00175,Pravastatin,BE0000574
DB00176,Fluvoxamine,BE0000749;BE0000090
DB00177,Valsartan,BE0000062
DB00178,Ramipril,BE0000221;BE0005831
DB00179,Masoprocol,BE0000248;BE0000685
DB00180,Flunisolide,BE0000794
DB00181,Baclofen,BE0000217;BE0002340
DB00182,Amphetamine,BE0000118;BE0000647;BE0000867;BE0001044;BE0000486;BE0004888;BE0004872;BE0000756;BE0002196;BE0000749;BE0004909;BE0008661
DB00183,Pentagastrin,BE0001158
DB00184,Nicotine,BE0000849;BE0002341;BE0000850;BE0000738;BE0003585;BE0003586;BE0003587;BE0002343;BE0000411;BE0003588;BE0003584;BE0002090;BE0000519
DB00185,Cevimeline,BE0000045;BE0000092
DB00186,Lorazepam,BE0004797;BE0000736
DB00187,Esmolol,BE0000172
DB00188,Bortezomib,BE0002348;BE0002347
DB00189,Ethchlorvynol,BE0004797
DB00190,Carbidopa,BE0002151
DB00191,Phentermine,BE0000486;BE0000749;BE0000647;BE0002198;BE0002196
DB00192,Indecainide,BE0000197
DB00193,Tramadol,BE0000770;BE0000486;BE0000749;BE0000533;BE0000632;BE0000420;BE0000641;BE0003438;BE0000045
DB00194,Vidarabine,BE0002350;BE0004796;BE0004499;BE0000458
DB00195,Betaxolol,BE0000172;BE0000694
DB00196,Fluconazole,BE0000233
DB00198,Oseltamivir,BE0000584;BE0002705;BE0000914;BE0003200
DB00199,Erythromycin,BE0004800;BE0003521;BE0000090;BE0000530
DB00200,Hydroxocobalamin,BE0000734;BE0000777;BE0000763;BE0000320;BE0000238;BE0000340;BE0000936;BE0000456;BE0002175
DB00201,Caffeine,BE0000013;BE0000924;BE0000487;BE0000739;BE0004922;BE0002385;BE0002406;BE0002379;BE0002407;BE0004914;BE0004874
DB00202,Succinylcholine,BE0000411;BE0003438;BE0000092;BE0000560;BE0000045
DB00203,Sildenafil,BE0000182;BE0003556;BE0003557
DB00204,Dofetilide,BE0000090;BE0000210;BE0001131
DB00205,Pyrimethamine,BE0000330;BE0000563;BE0001153
DB00206,Reserpine,BE0000118;BE0004674;BE0003408
DB00207,Azithromycin,BE0004800;BE0002465;BE0002464;BE0001092
DB00208,Ticlopidine,BE0000110
DB00209,Trospium,BE0000092
DB00210,Adapalene,BE0000144;BE0000206;BE0000707;BE0000078;BE0000663;BE0000412
DB00211,Midodrine,BE0000501;BE0000575;BE0000715
DB00212,Remikiren,BE0000270
DB00213,Pantoprazole,BE0000349
DB00214,Torasemide,BE0000502
DB00215,Citalopram,BE0000749;BE0000442;BE0000501;BE0000092;BE0000533
DB00216,Eletriptan,BE0000659;BE0000797;BE0000460;BE0000291;BE0000476;BE0000393;BE0000650
DB00217,Bethanidine,BE0004864;BE0000644;BE0004872
DB00218,Moxifloxacin,BE0000429;BE0000366;BE0000742
DB00219,Oxyphenonium,BE0000092
DB00220,Nelfinavir,BE0000664
DB00221,Isoetarine,BE0000172;BE0000694
DB00222,Glimepiride,BE0000708;BE0000644;BE0000207
DB00223,Diflorasone,BE0000794
DB00224,Indinavir,BE0004854
DB00225,Gadodiamide,
DB00226,Guanadrel,BE0000486
DB00227,Lovastatin,BE0000574;BE0000516;BE0002366
DB00228,Enflurane,BE0004797;BE0004857;BE0000415;BE0000781;BE0000218;BE0000640;BE0000484
DB00229,Cefotiam,BE0000576
DB00230,Pregabalin,BE0000356
DB00231,Temazepam,BE0000795;BE0000381;BE0000523;BE0000478;BE0000471;BE0000764;BE0002344;BE0002346;BE0002345;BE0003593;BE0003592;BE0003594;BE0003599;BE0003595;BE0003596;BE0000129;BE0003598;BE0003619;BE0003597;BE0000736;BE0004797
DB00232,Methyclothiazide,BE0000502;BE0000267;BE0000322;BE0000535
DB00233,Aminosalicylic Acid,BE0000262;BE0004655;BE0000248;BE0003768;BE0000054
DB00234,Reboxetine,BE0000486
DB00235,Milrinone,BE0000436
DB00236,Pipobroman,BE0004796
DB00237,Butabarbital,BE0004797;BE0000849;BE0002341;BE0000829;BE0000826
DB00238,Nevirapine,BE0004136
DB00239,Oxiconazole,BE0000233;BE0004668;BE0000956
DB00240,Alclometasone,BE0000794
DB00241,Butalbital,BE0000795;BE0000381;BE0000523;BE0000478;BE0000471;BE0000764;BE0000849;BE0002341;BE0000829;BE0000826;BE0004797
DB00242,Cladribine,BE0000325;BE0002450;BE0003613;BE0004796;BE0000546;BE0003614;BE0003615;BE0003617;BE0003616;BE0000250
DB00243,Ranolazine,BE0000197;BE0001143
DB00244,Mesalazine,BE0000262;BE0000017;BE0000248;BE0000215;BE0004655;BE0001154;BE0001075;BE0004429
DB00245,Benzatropine,BE0000092;BE0000647;BE0000442
DB00246,Ziprasidone,BE0000756;BE0000451;BE0000020;BE0000145;BE0000581;BE0000389;BE0000291;BE0000797;BE0000659;BE0000476;BE0000533;BE0000311;BE0000945;BE0000650;BE0000442;BE0000501;BE0000575;BE0000289;BE0000572;BE0000342;BE0000092;BE0000560;BE0000045;BE0000405;BE0000247
DB00247,Methysergide,BE0000393;BE0000533;BE0000451;BE0000291;BE0000650;BE0000797;BE0000460;BE0000476
DB00248,Cabergoline,BE0000756;BE0000393;BE0000581;BE0000451;BE0000572;BE0000659;BE0000389;BE0000289;BE0000291;BE0000342;BE0000145;BE0000020;BE0000797;BE0000533;BE0000650;BE0000501;BE0000575;BE0000715;BE0000172;BE0000694;BE0004889;BE0004916;BE0004915
DB00249,Idoxuridine,BE0004796;BE0000458
DB00250,Dapsone,BE0002087;BE0002086
DB00251,Terconazole,BE0000233
DB00252,Phenytoin,BE0000197;BE0000141;BE0000956;BE0003635;BE0002082
DB00253,Medrysone,BE0000794
DB00254,Doxycycline,BE0000127;BE0000019;BE0004799;BE0001092;BE0003777
DB00255,Diethylstilbestrol,BE0000123;BE0002088;BE0000792;BE0003722;BE0005001;BE0003740;BE0000956;BE0000132;BE0000685
DB00256,Lymecycline,BE0000127;BE0000019
DB00257,Clotrimazole,BE0000233;BE0000415;BE0000956;BE0003848
DB00258,Calcium Acetate,BE0004815
DB00259,Sulfanilamide,BE0000803
DB00260,Cycloserine,BE0000733;BE0000806
DB00261,Anagrelide,BE0000436
DB00262,Carmustine,BE0004796;BE0000648;BE0004810
DB00263,Sulfisoxazole,BE0000803
DB00264,Metoprolol,BE0000172;BE0000694
DB00265,Crotamiton,
DB00266,Dicoumarol,BE0000713;BE0001184;BE0001185
DB00267,Cefmenoxime,BE0000576;BE0002393
DB00268,Ropinirole,BE0000581;BE0000756;BE0000389;BE0000291;BE0000659;BE0000393;BE0000020;BE0000145;BE0000797;BE0000451;BE0000533;BE0000289;BE0000572;BE0000342
DB00270,Isradipine,BE0000430;BE0000691;BE0002354;BE0000864;BE0002396;BE0002359;BE0002355
DB00271,Diatrizoate,
DB00272,Betazole,BE0000112
DB00273,Topiramate,BE0000795;BE0000141;BE0000346;BE0000322;BE0000535;BE0004797;BE0000267;BE0003625
DB00274,Cefmetazole,BE0003577;BE0000588;BE0000488;BE0002393;BE0002063;BE0003685
DB00275,Olmesartan,BE0000062
DB00276,Amsacrine,BE0004796;BE0000742;BE0000090;BE0000925;BE0000530
DB00277,Theophylline,BE0000013;BE0000924;BE0000241;BE0000487;BE0000182;BE0001133;BE0000436;BE0002366;BE0009002;BE0009003;BE0009004;BE0001717;BE0009005;BE0009006
DB00278,Argatroban,BE0000048
DB00279,Liothyronine,BE0000687;BE0000315;BE0009045
DB00280,Disopyramide,BE0000197;BE0000092;BE0000560;BE0000045;BE0003603;BE0003604;BE0000090;BE0003663
DB00281,Lidocaine,BE0000177;BE0001143;BE0000197;BE0000767;BE0002083;BE0000925;BE0003663
DB00282,Pamidronate,BE0000776;BE0004801
DB00283,Clemastine,BE0000442
DB00284,Acarbose,BE0000837;BE0002639;BE0000876;BE0001176
DB00285,Venlafaxine,BE0000749;BE0000486;BE0000647
DB00286,Conjugated estrogens,BE0000123
DB00287,Travoprost,BE0000610
DB00288,Amcinonide,BE0000794;BE0000422
DB00289,Atomoxetine,BE0000486;BE0000749;BE0000647;BE0004956
DB00290,Bleomycin,BE0000199;BE0004796;BE0000167
DB00291,Chlorambucil,BE0004796
DB00292,Etomidate,BE0000795;BE0000572;BE0004797
DB00293,Raltitrexed,BE0000324;BE0000700
DB00294,Etonogestrel,BE0000557;BE0000123
DB00295,Morphine,BE0000770;BE0000632;BE0000420;BE0004024
DB00296,Ropivacaine,BE0000177
DB00297,Bupivacaine,BE0000177;BE0000064
DB00298,Dapiprazole,BE0000501;BE0000715;BE0000575
DB00299,Penciclovir,BE0000308;BE0000514
DB00300,Tenofovir disoproxil,BE0004136
DB00301,Flucloxacillin,BE0000576
DB00302,Tranexamic Acid,BE0000211
DB00303,Ertapenem,BE0000103;BE0003579;BE0000001;BE0002393;BE0000744;BE0000588;BE0000488;BE0003685
DB00304,Desogestrel,BE0000557;BE0000123
DB00305,Mitomycin,BE0004796
DB00306,Talbutal,BE0000795;BE0000381;BE0000523;BE0000478;BE0000471;BE0000764;BE0000849;BE0002341;BE0000829;BE0000826;BE0004797
DB00307,Bexarotene,BE0000412;BE0000078;BE0000707
DB00308,Ibutilide,BE0000430;BE0000303;BE0000090;BE0000691;BE0000679;BE0000154;BE0000680;BE0000462;BE0000699;BE0000708
DB00309,Vindesine,BE0000026
DB00310,Chlorthalidone,BE0000502
DB00312,Pentobarbital,BE0000795;BE0000381;BE0000523;BE0000478;BE0000471;BE0000764;BE0000849;BE0002341;BE0000829;BE0000826;BE0004797;BE0004956;BE0000956
DB00313,Valproic Acid,BE0000881;BE0000253;BE0000573;BE0000162;BE0000152;BE0004901;BE0002366;BE0000071;BE0001007;BE0000215
DB00314,Capreomycin,BE0004846
DB00315,Zolmitriptan,BE0000797;BE0000659;BE0000460;BE0000291
DB00316,Acetaminophen,BE0000017;BE0000262;BE0004892;BE0002194;BE0001023;BE0000814
DB00317,Gefitinib,BE0000767
DB00318,Codeine,BE0000770;BE0000632;BE0000420
DB00319,Piperacillin,BE0004643;BE0003624;BE0004644;BE0004335
DB00320,Dihydroergotamine,BE0000659;BE0000797;BE0000289;BE0000393
DB00321,Amitriptyline,BE0000486;BE0000749;BE0000451;BE0000291;BE0000420;BE0000632;BE0001039;BE0003605;BE0000501;BE0000715;BE0000289;BE0000442;BE0000092;BE0000560;BE0000045;BE0000405;BE0000247;BE0000897;BE0000781;BE0003603;BE0003604;BE0000112;BE0000146;BE0000156;BE0000533;BE0000575;BE0000650;BE0000659;BE0000770;BE0000797;BE0000945;BE0002398;BE0004872
DB00322,Floxuridine,BE0000324
DB00323,Tolcapone,BE0002089
DB00324,Fluorometholone,BE0000794
DB00325,Nitroprusside,BE0000556
DB00326,Calcium Gluceptate,
DB00327,Hydromorphone,BE0000770;BE0000420;BE0000632
DB00328,Indomethacin,BE0000017;BE0000262;BE0001640;BE0003560;BE0000215;BE0000962;BE0003561;BE0000071;BE0000592
DB00330,Ethambutol,BE0000591;BE0000122;BE0000034
DB00331,Metformin,BE0000254
DB00332,Ipratropium bromide,BE0000092;BE0000560;BE0000045
DB00333,Methadone,BE0000770;BE0000641;BE0000411;BE0000420;BE0000311;BE0004024;BE0003663
