Denileukin diftitox,Aldesleukin,1
Phenindione,Acenocoumarol,1
Pamidronic acid,Zoledronic acid,1
Pamidronic acid,Alendronic acid,1
Pamidronic acid,Ibandronate,1
Pamidronic acid,Clodronic acid,1
Pamidronic acid,Risedronic acid,1
Pamidronic acid,Etidronic acid,1
Pamidronic acid,Tiludronic acid,1
Zoledronic acid,Alendronic acid,1
Zoledronic acid,Ibandronate,1
Zoledronic acid,Clodronic acid,1
Zoledronic acid,Risedronic acid,1
Zoledronic acid,Etidronic acid,1
Zoledronic acid,Tiludronic acid,1
Alendronic acid,Ibandronate,1
Alendronic acid,Clodronic acid,1
Alendronic acid,Risedronic acid,1
Alendronic acid,Etidronic acid,1
Alendronic acid,Tiludronic acid,1
Ibandronate,Clodronic acid,1
Ibandronate,Risedronic acid,1
Ibandronate,Etidronic acid,1
Ibandronate,Tiludronic acid,1
Clodronic acid,Risedronic acid,1
Clodronic acid,Etidronic acid,1
Clodronic acid,Tiludronic acid,1
Risedronic acid,Etidronic acid,1
Risedronic acid,Tiludronic acid,1
Etidronic acid,Tiludronic acid,1
Cidofovir,Foscarnet,1
Foscarnet,Valaciclovir,1
Foscarnet,Ganciclovir,1
Liraglutide,Albiglutide,1
Liraglutide,Dulaglutide,1
Liraglutide,Lixisenatide,1
Liraglutide,Semaglutide,1
Albiglutide,Dulaglutide,1
Albiglutide,Lixisenatide,1
Albiglutide,Semaglutide,1
Dulaglutide,Lixisenatide,1
Dulaglutide,Semaglutide,1
Lixisenatide,Semaglutide,1
Glucagon,Exenatide,1
Glucagon,Liraglutide,1
Glucagon,Albiglutide,1
Glucagon,Dulaglutide,1
Glucagon,Lixisenatide,1
Glucagon,Semaglutide,1
Exenatide,Liraglutide,1
Exenatide,Albiglutide,1
Exenatide,Dulaglutide,1
Exenatide,Lixisenatide,1
Exenatide,Semaglutide,1
Ledipasvir,Daclatasvir,1
Ledipasvir,Ombitasvir,1
Ledipasvir,Elbasvir,1
Ledipasvir,Velpatasvir,1
Ledipasvir,Pibrentasvir,1
Daclatasvir,Ombitasvir,1
Daclatasvir,Elbasvir,1
Daclatasvir,Velpatasvir,1
Daclatasvir,Pibrentasvir,1
Ombitasvir,Elbasvir,1
Ombitasvir,Velpatasvir,1
Ombitasvir,Pibrentasvir,1
Elbasvir,Velpatasvir,1
Elbasvir,Pibrentasvir,1
Sulfameter,Acetyl sulfisoxazole,1
Sulfacytine,Sulfamerazine,1
Sulfacytine,Sulfamethazine,1
Sulfacytine,Sulfaphenazole,1
Sulfacytine,Sulfameter,1
Sulfacytine,Acetyl sulfisoxazole,1
Sulfamerazine,Sulfamethazine,1
Sulfamerazine,Sulfaphenazole,1
Sulfamerazine,Sulfameter,1
Sulfamerazine,Acetyl sulfisoxazole,1
Sulfamethazine,Sulfaphenazole,1
Sulfamethazine,Sulfameter,1
Sulfamethazine,Acetyl sulfisoxazole,1
Sulfaphenazole,Sulfameter,1
Sulfaphenazole,Acetyl sulfisoxazole,1
Idarubicin,Mitoxantrone,1
Idarubicin,Sparfloxacin,1
Mitoxantrone,Sparfloxacin,1
Sparfloxacin,Besifloxacin,1
Vemurafenib,Regorafenib,1
Vemurafenib,Dabrafenib,1
Vemurafenib,Encorafenib,1
Vemurafenib,Fostamatinib,1
Dabrafenib,Encorafenib,1
Dabrafenib,Fostamatinib,1
Enoxaparin,Rivaroxaban,1
Enoxaparin,Apixaban,1
Enoxaparin,Edoxaban,1
Enoxaparin,Bemiparin,1
Rivaroxaban,Apixaban,1
Rivaroxaban,Edoxaban,1
Rivaroxaban,Bemiparin,1
Apixaban,Edoxaban,1
Apixaban,Bemiparin,1
Edoxaban,Bemiparin,1
Paromomycin,Omadacycline,1
Paritaprevir,Grazoprevir,1
Paritaprevir,Voxilaprevir,1
Grazoprevir,Voxilaprevir,1
Palbociclib,Ribociclib,1
Palbociclib,Abemaciclib,1
Palbociclib,Fostamatinib,1
Ribociclib,Abemaciclib,1
Ribociclib,Fostamatinib,1
Trametinib,Binimetinib,1
Trametinib,Fostamatinib,1
Binimetinib,Fostamatinib,1
Valbenazine,Fostamatinib,1
Baricitinib,Fostamatinib,1
Bacampicillin,Carindacillin,1
Sitagliptin,Vildagliptin,1
Sitagliptin,Alogliptin,1
Sitagliptin,Saxagliptin,1
Sitagliptin,Linagliptin,1
Vildagliptin,Alogliptin,1
Vildagliptin,Saxagliptin,1
Vildagliptin,Linagliptin,1
Alogliptin,Saxagliptin,1
Alogliptin,Linagliptin,1
Saxagliptin,Linagliptin,1
Sulfanilamide,Sulfisoxazole,1
Sulfanilamide,Sulfamethizole,1
Sulfanilamide,Sulfamethoxazole,1
Sulfanilamide,Sulfacytine,1
Sulfanilamide,Sulfamerazine,1
Sulfanilamide,Sulfamethazine,1
Sulfanilamide,Sulfaphenazole,1
Sulfanilamide,Sulfameter,1
Sulfanilamide,Acetyl sulfisoxazole,1
Sulfisoxazole,Sulfamethizole,1
Sulfisoxazole,Sulfamethoxazole,1
Sulfisoxazole,Sulfacytine,1
Sulfisoxazole,Sulfamerazine,1
Sulfisoxazole,Sulfamethazine,1
Sulfisoxazole,Sulfaphenazole,1
Sulfisoxazole,Sulfameter,1
Sulfisoxazole,Acetyl sulfisoxazole,1
Sulfamethizole,Sulfamethoxazole,1
Sulfamethizole,Sulfacytine,1
Sulfamethizole,Sulfamerazine,1
Sulfamethizole,Sulfamethazine,1
Sulfamethizole,Sulfaphenazole,1
Sulfamethizole,Sulfameter,1
Sulfamethizole,Acetyl sulfisoxazole,1
Sulfamethoxazole,Sulfacytine,1
Sulfamethoxazole,Sulfamerazine,1
Sulfamethoxazole,Sulfamethazine,1
Sulfamethoxazole,Sulfaphenazole,1
Sulfamethoxazole,Sulfameter,1
Sulfamethoxazole,Acetyl sulfisoxazole,1
Piperacillin,Ampicillin,1
Piperacillin,Ceftazidime,1
Piperacillin,Loracarbef,1
Piperacillin,Cefalotin,1
Piperacillin,Dicloxacillin,1
Piperacillin,Cefotaxime,1
Piperacillin,Cephalexin,1
Piperacillin,Nafcillin,1
Piperacillin,Oxacillin,1
Piperacillin,Hetacillin,1
Piperacillin,Cefaclor,1
Piperacillin,Mezlocillin,1
Piperacillin,Cyclacillin,1
Piperacillin,Cefditoren,1
Piperacillin,Cefadroxil,1
Piperacillin,Cloxacillin,1
Piperacillin,Ceftriaxone,1
Piperacillin,Cefotetan,1
Piperacillin,Cefoxitin,1
Piperacillin,Meticillin,1
Ampicillin,Ceftazidime,1
Ampicillin,Loracarbef,1
Ampicillin,Cefalotin,1
Ampicillin,Dicloxacillin,1
Ampicillin,Cefotaxime,1
Ampicillin,Cephalexin,1
Ampicillin,Nafcillin,1
Ampicillin,Oxacillin,1
Ampicillin,Hetacillin,1
Ampicillin,Cefaclor,1
Ampicillin,Mezlocillin,1
Ampicillin,Cyclacillin,1
Ampicillin,Cefditoren,1
Ampicillin,Cefadroxil,1
Ampicillin,Cloxacillin,1
Ampicillin,Ceftriaxone,1
Ampicillin,Cefotetan,1
Ampicillin,Cefoxitin,1
Ampicillin,Meticillin,1
Aztreonam,Cefotaxime,1
Aztreonam,Imipenem,1
Aztreonam,Latamoxef,1
Cefotaxime,Cephalexin,1
Cefotaxime,Nafcillin,1
Cefotaxime,Oxacillin,1
Cefotaxime,Hetacillin,1
Cefotaxime,Cyclacillin,1
Cefotaxime,Cefditoren,1
Cefotaxime,Cefadroxil,1
Cefotaxime,Cloxacillin,1
Cefotaxime,Ceftriaxone,1
Cefotaxime,Cefoxitin,1
Cefotaxime,Imipenem,1
Cefotaxime,Meticillin,1
Cefotaxime,Latamoxef,1
Nafcillin,Oxacillin,1
Nafcillin,Hetacillin,1
Nafcillin,Cefaclor,1
Nafcillin,Mezlocillin,1
Nafcillin,Cyclacillin,1
Nafcillin,Cefditoren,1
Nafcillin,Cefadroxil,1
Nafcillin,Cloxacillin,1
Nafcillin,Ceftriaxone,1
Nafcillin,Cefotetan,1
Nafcillin,Cefoxitin,1
Nafcillin,Meticillin,1
Oxacillin,Hetacillin,1
Oxacillin,Cefaclor,1
Oxacillin,Mezlocillin,1
Oxacillin,Cyclacillin,1
Oxacillin,Azlocillin,1
Oxacillin,Cefditoren,1
Oxacillin,Cefuroxime,1
Oxacillin,Cefapirin,1
Oxacillin,Cefadroxil,1
Oxacillin,Cloxacillin,1
Oxacillin,Ceftriaxone,1
Oxacillin,Cefotetan,1
Oxacillin,Cefoxitin,1
Oxacillin,Meticillin,1
Oxacillin,Pivampicillin,1
Oxacillin,Pivmecillinam,1
Hetacillin,Cefaclor,1
Hetacillin,Mezlocillin,1
Hetacillin,Cyclacillin,1
Hetacillin,Cefditoren,1
Hetacillin,Cefadroxil,1
Hetacillin,Cloxacillin,1
Hetacillin,Ceftriaxone,1
Hetacillin,Cefotetan,1
Hetacillin,Cefoxitin,1
Hetacillin,Meticillin,1
Cefaclor,Mezlocillin,1
Cefaclor,Cyclacillin,1
Cefaclor,Azlocillin,1
Cefaclor,Cefditoren,1
Cefaclor,Cefuroxime,1
Cefaclor,Cefapirin,1
Cefaclor,Cefadroxil,1
Cefaclor,Cloxacillin,1
Cefaclor,Cefotetan,1
Cefaclor,Cefoxitin,1
Cefaclor,Meticillin,1
Cefaclor,Pivampicillin,1
Cefaclor,Pivmecillinam,1
Mezlocillin,Cyclacillin,1
Mezlocillin,Azlocillin,1
Mezlocillin,Cefditoren,1
Mezlocillin,Cefuroxime,1
Mezlocillin,Cefapirin,1
Mezlocillin,Cefadroxil,1
Mezlocillin,Cloxacillin,1
Mezlocillin,Cefazolin,1
Mezlocillin,Cefonicid,1
Mezlocillin,Cefoperazone,1
Mezlocillin,Cefotetan,1
Mezlocillin,Cefoxitin,1
Mezlocillin,Cefepime,1
Mezlocillin,Ceftibuten,1
Mezlocillin,Imipenem,1
Mezlocillin,Meticillin,1
Mezlocillin,Pivampicillin,1
Mezlocillin,Pivmecillinam,1
Mezlocillin,Doripenem,1
Azlocillin,Cefditoren,1
Azlocillin,Cefuroxime,1
Azlocillin,Cefapirin,1
Azlocillin,Cloxacillin,1
Azlocillin,Pivampicillin,1
Azlocillin,Pivmecillinam,1
Cefditoren,Cefuroxime,1
Cefditoren,Cefapirin,1
Cefditoren,Cefadroxil,1
Cefditoren,Cloxacillin,1
Cefditoren,Ceftriaxone,1
Cefditoren,Cefoxitin,1
Cefditoren,Meticillin,1
Cefditoren,Pivampicillin,1
Cefditoren,Pivmecillinam,1
Cefuroxime,Cefapirin,1
Cefuroxime,Cloxacillin,1
Cefuroxime,Pivampicillin,1
Cefuroxime,Pivmecillinam,1
Cefapirin,Cloxacillin,1
Cefapirin,Pivampicillin,1
Cefapirin,Pivmecillinam,1
Cloxacillin,Cefprozil,1
Cloxacillin,Cefoxitin,1
Cloxacillin,Cefepime,1
Cloxacillin,Meticillin,1
Cloxacillin,Pivampicillin,1
Cloxacillin,Pivmecillinam,1
Cloxacillin,Doripenem,1
Grepafloxacin,Enoxacin,1
Grepafloxacin,Pefloxacin,1
Grepafloxacin,Trovafloxacin,1
Grepafloxacin,Cinoxacin,1
Grepafloxacin,Lomefloxacin,1
Grepafloxacin,Norfloxacin,1
Grepafloxacin,Gemifloxacin,1
Grepafloxacin,Ofloxacin,1
Grepafloxacin,Sparfloxacin,1
Grepafloxacin,Besifloxacin,1
Enoxacin,Pefloxacin,1
Enoxacin,Trovafloxacin,1
Enoxacin,Daunorubicin,1
Enoxacin,Etoposide,1
Enoxacin,Cinoxacin,1
Enoxacin,Lomefloxacin,1
Enoxacin,Doxorubicin,1
Enoxacin,Norfloxacin,1
Enoxacin,Gemifloxacin,1
Enoxacin,Ofloxacin,1
Enoxacin,Idarubicin,1
Enoxacin,Mitoxantrone,1
Enoxacin,Sparfloxacin,1
Enoxacin,Besifloxacin,1
Pefloxacin,Trovafloxacin,1
Pefloxacin,Daunorubicin,1
Pefloxacin,Etoposide,1
Pefloxacin,Cinoxacin,1
Pefloxacin,Lomefloxacin,1
Pefloxacin,Doxorubicin,1
Pefloxacin,Norfloxacin,1
Pefloxacin,Gemifloxacin,1
Pefloxacin,Ofloxacin,1
Pefloxacin,Idarubicin,1
Pefloxacin,Mitoxantrone,1
Pefloxacin,Sparfloxacin,1
Pefloxacin,Besifloxacin,1
Trovafloxacin,Daunorubicin,1
Trovafloxacin,Etoposide,1
Trovafloxacin,Cinoxacin,1
Trovafloxacin,Lomefloxacin,1
Trovafloxacin,Doxorubicin,1
Trovafloxacin,Norfloxacin,1
Trovafloxacin,Gemifloxacin,1
Trovafloxacin,Ofloxacin,1
Trovafloxacin,Idarubicin,1
Trovafloxacin,Mitoxantrone,1
Trovafloxacin,Sparfloxacin,1
Trovafloxacin,Besifloxacin,1
Daunorubicin,Etoposide,1
Daunorubicin,Lomefloxacin,1
Daunorubicin,Doxorubicin,1
Daunorubicin,Norfloxacin,1
Daunorubicin,Ofloxacin,1
Daunorubicin,Idarubicin,1
Daunorubicin,Mitoxantrone,1
Daunorubicin,Sparfloxacin,1
Etoposide,Lomefloxacin,1
Etoposide,Doxorubicin,1
Etoposide,Norfloxacin,1
Etoposide,Ofloxacin,1
Etoposide,Idarubicin,1
Etoposide,Mitoxantrone,1
Etoposide,Sparfloxacin,1
Cinoxacin,Lomefloxacin,1
Cinoxacin,Norfloxacin,1
Cinoxacin,Gemifloxacin,1
Cinoxacin,Ofloxacin,1
Cinoxacin,Sparfloxacin,1
Cinoxacin,Besifloxacin,1
Lomefloxacin,Doxorubicin,1
Lomefloxacin,Norfloxacin,1
Lomefloxacin,Gemifloxacin,1
Lomefloxacin,Ofloxacin,1
Lomefloxacin,Idarubicin,1
Lomefloxacin,Mitoxantrone,1
Lomefloxacin,Sparfloxacin,1
Lomefloxacin,Besifloxacin,1
Gatifloxacin,Besifloxacin,1
Sorafenib,Imatinib,1
Sorafenib,Dasatinib,1
Sorafenib,Sunitinib,1
Sorafenib,Nilotinib,1
Sorafenib,Ramucirumab,1
Sorafenib,Pazopanib,1
Sorafenib,Midostaurin,1
Sorafenib,Axitinib,1
Sorafenib,Cabozantinib,1
Sorafenib,Vemurafenib,1
Sorafenib,Regorafenib,1
Sorafenib,Ponatinib,1
Sorafenib,Dabrafenib,1
Sorafenib,Lenvatinib,1
Sorafenib,Nintedanib,1
Sorafenib,Encorafenib,1
Sorafenib,Fostamatinib,1
Sorafenib,Brigatinib,1
Imatinib,Dasatinib,1
Imatinib,Sunitinib,1
Imatinib,Nilotinib,1
Imatinib,Olaratumab,1
Imatinib,Pazopanib,1
Imatinib,Midostaurin,1
Imatinib,Bosutinib,1
Imatinib,Regorafenib,1
Imatinib,Ponatinib,1
Imatinib,Lenvatinib,1
Imatinib,Nintedanib,1
Imatinib,Fostamatinib,1
Imatinib,Brigatinib,1
Arsenic trioxide,Encorafenib,1
Encorafenib,Fostamatinib,1
Pentosan polysulfate,Sirolimus,1
Pentosan polysulfate,Amlexanox,1
Pentosan polysulfate,Pazopanib,1
Amlexanox,Pazopanib,1
Nilotinib,Pazopanib,1
Nilotinib,Midostaurin,1
Nilotinib,Bosutinib,1
Nilotinib,Regorafenib,1
Nilotinib,Ponatinib,1
Nilotinib,Lenvatinib,1
Nilotinib,Fostamatinib,1
Nilotinib,Brigatinib,1
Pazopanib,Midostaurin,1
Pazopanib,Axitinib,1
Pazopanib,Cabozantinib,1
Pazopanib,Regorafenib,1
Pazopanib,Ponatinib,1
Pazopanib,Lenvatinib,1
Pazopanib,Nintedanib,1
Pazopanib,Fostamatinib,1
Sucralfate,Sirolimus,1
Sirolimus,Everolimus,1
Sirolimus,Temsirolimus,1
Sirolimus,Fostamatinib,1
Everolimus,Temsirolimus,1
Everolimus,Fostamatinib,1
Temsirolimus,Fostamatinib,1
Fondaparinux,Heparin,1
Fondaparinux,Enoxaparin,1
Fondaparinux,Rivaroxaban,1
Fondaparinux,Apixaban,1
Fondaparinux,Edoxaban,1
Fondaparinux,Bemiparin,1
Heparin,Enoxaparin,1
Heparin,Rivaroxaban,1
Heparin,Apixaban,1
Heparin,Dalteparin,1
Heparin,Nadroparin,1
Heparin,Edoxaban,1
Heparin,Bemiparin,1
Dalteparin,Nadroparin,1
Dalteparin,Andexanet alfa,1
Metacycline,Netilmicin,1
Metacycline,Streptomycin,1
Metacycline,Kanamycin,1
Metacycline,Rolitetracycline,1
Metacycline,Paromomycin,1
Metacycline,Omadacycline,1
Streptomycin,Kanamycin,1
Streptomycin,Rolitetracycline,1
Streptomycin,Paromomycin,1
Streptomycin,Omadacycline,1
Kanamycin,Rolitetracycline,1
Kanamycin,Paromomycin,1
Kanamycin,Omadacycline,1
Rolitetracycline,Paromomycin,1
Rolitetracycline,Omadacycline,1
Amikacin,Tobramycin,1
Amikacin,Spectinomycin,1
Amikacin,Netilmicin,1
Amikacin,Streptomycin,1
Amikacin,Kanamycin,1
Tobramycin,Spectinomycin,1
Tobramycin,Metacycline,1
Tobramycin,Netilmicin,1
Tobramycin,Streptomycin,1
Tobramycin,Kanamycin,1
Tobramycin,Rolitetracycline,1
Tobramycin,Paromomycin,1
Tobramycin,Omadacycline,1
Spectinomycin,Netilmicin,1
Spectinomycin,Streptomycin,1
Spectinomycin,Kanamycin,1
Netilmicin,Streptomycin,1
Netilmicin,Kanamycin,1
Netilmicin,Rolitetracycline,1
Netilmicin,Paromomycin,1
Netilmicin,Omadacycline,1
Lymecycline,Oxytetracycline,1
Lymecycline,Eravacycline,1
Oxytetracycline,Tobramycin,1
Oxytetracycline,Metacycline,1
Oxytetracycline,Netilmicin,1
Oxytetracycline,Streptomycin,1
Oxytetracycline,Kanamycin,1
Oxytetracycline,Rolitetracycline,1
Oxytetracycline,Paromomycin,1
Oxytetracycline,Eravacycline,1
Oxytetracycline,Omadacycline,1
Probenecid,Gemfibrozil,1
Probenecid,Lesinurad,1
Probenecid,Avatrombopag,1
Gemfibrozil,Bezafibrate,1
Gemfibrozil,Prasterone,1
Gemfibrozil,Flufenamic acid,1
Gemfibrozil,Telaprevir,1
Gemfibrozil,Avatrombopag,1
Gemfibrozil,Fenofibric acid,1
Romiplostim,Eltrombopag,1
Romiplostim,Avatrombopag,1
Romiplostim,Lusutrombopag,1
Eltrombopag,Avatrombopag,1
Eltrombopag,Lusutrombopag,1
Avatrombopag,Lusutrombopag,1
Telaprevir,Boceprevir,1
Telaprevir,Paritaprevir,1
Telaprevir,Grazoprevir,1
Telaprevir,Voxilaprevir,1
Boceprevir,Paritaprevir,1
Boceprevir,Grazoprevir,1
Boceprevir,Voxilaprevir,1
Lumiracoxib,Salsalate,1
Lumiracoxib,Tiaprofenic acid,1
Lumiracoxib,Etoricoxib,1
Lumiracoxib,Nimesulide,1
Lumiracoxib,Lornoxicam,1
Lumiracoxib,Aceclofenac,1
Lumiracoxib,Nepafenac,1
Lumiracoxib,Parecoxib,1
Lumiracoxib,Triflusal,1
Lumiracoxib,Pomalidomide,1
Lumiracoxib,Dexibuprofen,1
Lumiracoxib,Dexketoprofen,1
Lumiracoxib,Tolfenamic acid,1
Lumiracoxib,Phenyl salicylate,1
Lumiracoxib,Alclofenac,1
Lumiracoxib,Acemetacin,1
Salsalate,Tiaprofenic acid,1
Salsalate,Etoricoxib,1
Salsalate,Nimesulide,1
Salsalate,Lornoxicam,1
Salsalate,Aceclofenac,1
Salsalate,Nepafenac,1
Salsalate,Parecoxib,1
Salsalate,Triflusal,1
Salsalate,Pomalidomide,1
Salsalate,Dexibuprofen,1
Salsalate,Dexketoprofen,1
Salsalate,Tolfenamic acid,1
Salsalate,Phenyl salicylate,1
Salsalate,Alclofenac,1
Salsalate,Acemetacin,1
Tiaprofenic acid,Etoricoxib,1
Tiaprofenic acid,Nimesulide,1
Tiaprofenic acid,Lornoxicam,1
Tiaprofenic acid,Aceclofenac,1
Tiaprofenic acid,Nepafenac,1
Tiaprofenic acid,Parecoxib,1
Tiaprofenic acid,Triflusal,1
Tiaprofenic acid,Pomalidomide,1
Tiaprofenic acid,Dexibuprofen,1
Tiaprofenic acid,Dexketoprofen,1
Tiaprofenic acid,Tolfenamic acid,1
Tiaprofenic acid,Phenyl salicylate,1
Tiaprofenic acid,Alclofenac,1
Tiaprofenic acid,Acemetacin,1
Etoricoxib,Nimesulide,1
Etoricoxib,Lornoxicam,1
Etoricoxib,Aceclofenac,1
Etoricoxib,Nepafenac,1
Etoricoxib,Parecoxib,1
