12036,Ceftazidime
12037,Cerivastatin
12038,Trimethoprim
12039,Gemcitabine
12040,Entecavir
12041,Betamethasone
12042,Teniposide
12043,Epirubicin
12044,Chloramphenicol
12045,Loracarbef
12046,Lansoprazole
12047,Dipivefrin
12048,Droperidol
12049,Levothyroxine
12050,Framycetin
12051,Clomocycline
12052,Meperidine
12053,Loratadine
12054,Cefalotin
12055,Prazosin
12056,Imipramine
12057,Acitretin
12058,Verteporfin
12059,Nabumetone
12060,Methylscopolamine
12061,Metharbital
12062,SodiumTetradecylSulfate
12063,Ketorolac
12064,Picrotoxin
12065,Enoxacin
12066,Quinine
12067,Tenoxicam
12068,Dronabinol
12069,Montelukast
12070,Fluoxetine
12071,Hexylcaine
12072,Methohexital
12073,Chlordiazepoxide
12074,Duloxetine
12075,Chlorpromazine
12076,Rimantadine
12077,Amikacin
12078,Lenalidomide
12079,Raloxifene
12080,Celecoxib
12081,GallamineTriethiodide
12082,Brimonidine
12083,Dicloxacillin
12084,Nabilone
12085,Pefloxacin
12086,Altretamine
12087,Sotalol
12088,Buspirone
12089,Miglitol
12090,Fosinopril
12091,Cefotaxime
12092,Entacapone
12093,Zidovudine
12094,Darifenacin
12095,Oxycodone
12096,Phenindione
12097,Flutamide
12098,Tolmetin
12099,Cimetidine
12100,Haloperidol
12101,Ritonavir
12102,Levallorphan
12103,Tridihexethyl
12104,Nitazoxanide
12105,Triflupromazine
12106,Dextrothyroxine
12107,Acetyldigitoxin
12108,Vancomycin
12109,AminocaproicAcid
12110,Dextromethorphan
12111,Cisplatin
12112,Bentoquatam
12113,AnisotropineMethylbromide
12114,Albendazole
12115,Trandolapril
12116,Caspofungin
12117,Carteolol
12118,Bentiromide
12119,Alitretinoin
12120,Metolazone
12121,Tolnaftate
12122,Oxaliplatin
12123,Dibucaine
12124,Lercanidipine
12125,Foscarnet
12126,Erlotinib
12127,Cyclophosphamide
12128,Mephenytoin
12129,Rofecoxib
12130,Chlormerodrin
12131,Cefdinir
12132,Guanidine
12133,Ciprofloxacin
12134,Gadoversetamide
12135,Toremifene
12136,Nortriptyline
12137,Vincristine
12138,Benazepril
12139,Amoxapine
12140,Fluorouracil
12141,Pyridostigmine
12142,Adinazolam
12143,Desoximetasone
12144,AzelaicAcid
12145,Zafirlukast
12146,Propylthiouracil
12147,AcetohydroxamicAcid
12148,Pentostatin
12149,Methoxsalen
12150,Piroxicam
12151,Lamotrigine
12152,Perflutren
12153,Hydroxyzine
12154,Zanamivir
12155,Bosentan
12156,Tigecycline
12157,Doxapram
12158,Benzthiazide
12159,Methotrexate
12160,Carbamazepine
12161,CisatracuriumBesylate
12162,Succimer
12163,Cephalexin
12164,Cinnarizine
12165,Fondaparinuxsodium
12166,Vinblastine
12167,Propranolol
12168,Atropine
12169,Fenoprofen
12170,Fenfluramine
12171,Clonidine
12172,Sulfamethizole
12173,Valaciclovir
12174,Carbenicillin
12175,Mazindol
12176,Valdecoxib
12177,Lactulose
12178,Voriconazole
12179,L-Carnitine
12180,Enalapril
12181,Nizatidine
12182,Diclofenac
12183,Cinalukast
12184,FluticasonePropionate
12185,Lisuride
12186,Doxazosin
12187,FluocinoloneAcetonide
12188,Piperazine
12189,Ethosuximide
12190,Amiloride
12191,Oxytetracycline
12192,HalobetasolPropionate
12193,Gadoteridol
12194,Labetalol
12195,Thiopental
12196,Monobenzone
12197,Linezolid
12198,Ivermectin
12199,Medroxyprogesterone
12200,Cisapride
12201,Sulindac
12202,Cyclothiazide
12203,Nafcillin
12204,Chloroquine
12205,Ethionamide
12206,Metaraminol
12207,Butorphanol
12208,Bisoprolol
12209,Amodiaquine
12210,Furazolidone
12211,Rifabutin
12212,Candoxatril
12213,Paramethadione
12214,Demeclocycline
12215,Imatinib
12216,Triamcinolone
12217,Oxandrolone
12218,Nicardipine
12219,Fluphenazine
12220,Testosterone
12221,Efavirenz
12222,Bacitracin
12223,Niacin
12224,Clorazepate
12225,Guanabenz
12226,Alendronate
12227,Clofarabine
12228,Docosanol
12229,Dexmedetomidine
12230,Sulfacetamide
12231,Prednisone
12232,Clofibrate
12233,Astemizole
12234,Inulin
12235,Butoconazole
12236,Adenosine
12237,Simvastatin
12238,Pemetrexed
12239,Mebendazole
12240,Gonadorelin
12241,Dyclonine
12242,Nystatin
12243,Propoxyphene
12244,Mitotane
12245,Stavudine
12246,Leucovorin
12247,Dyphylline
12248,Pentazocine
12249,MagnesiumSulfate
12250,Latanoprost
12251,Estrone
12252,Trazodone
12253,Mecamylamine
12254,Sevelamer
12255,Acamprosate
12256,Metaxalone
12257,Verapamil
12258,Trimethobenzamide
12259,FlumethasonePivalate
12260,Sulfametopyrazine
12261,Nilutamide
12262,Nafarelin
12263,HistaminePhosphate
12264,Epinephrine
12265,Sumatriptan
12266,Pirenzepine
12267,Cefixime
12268,Chlorpropamide
12269,Aprepitant
12270,Galantamine
12271,Tamoxifen
12272,BenzylBenzoate
12273,Isoflurophate
12274,Losartan
12275,Thioridazine
12276,Moricizine
12277,AmphotericinB
12278,Warfarin
12279,Midazolam
12280,Tobramycin
12281,Trovafloxacin
12282,PentosanPolysulfate
12283,Fludrocortisone
12284,Mycophenolatemofetil
12285,Cephaloglycin
12286,Flurazepam
12287,Moexipril
12288,Phentolamine
12289,Fluorescein
12290,Daunorubicin
12291,Furosemide
12292,Ergotamine
12293,Tizanidine
12294,Nitrofurantoin
12295,Nicergoline
12296,Eplerenone
12297,Amprenavir
12298,Icodextrin
12299,Methazolamide
12300,Naltrexone
12301,Delavirdine
12302,Tamsulosin
12303,Porfimer
12304,Sufentanil
12305,Lamivudine
12306,Ibandronate
12307,Diethylcarbamazine
12308,Flurbiprofen
12309,Oxacillin
12310,Apomorphine
12311,Paroxetine
12312,Nedocromil
12313,Norethindrone
12314,AdefovirDipivoxil
12315,Azatadine
12316,Clodronate
12317,Procaine
12318,Lisinopril
12319,Methoxamine
12320,Imiquimod
12321,HomatropineMethylbromide
12322,Trimipramine
12323,Nitroglycerin
12324,Rocuronium
12325,DiphemanilMethylsulfate
12326,Thiabendazole
12327,Nateglinide
12328,Atracurium
12329,Pralidoxime
12330,Risperidone
12331,Naftifine
12332,Esomeprazole
12333,Meclizine
12334,Pentamidine
12335,Hetacillin
12336,Riluzole
12337,Hydrocortisone
12338,Mannitol
12339,GadobenateDimeglumine
12340,Zileuton
12341,Modafinil
12342,Deferoxamine
12343,Scopolamine
12344,Carbinoxamine
12345,Etodolac
12346,Prilocaine
12347,Epinastine
12348,Tranylcypromine
12349,Isoflurane
12350,Ethotoin
12351,Tretinoin
12352,Hexachlorophene
12353,Dolasetron
12354,Clopidogrel
12355,Tetracycline
12356,Meropenem
12357,PotassiumChloride
12358,Irinotecan
12359,Methimazole
12360,Mometasone
12361,Metyrosine
12362,Clavulanate
12363,Benzquinamide
12364,Olopatadine
12365,Hydrocortamate
12366,Alprostadil
12367,Clidinium
12368,Malathion
12369,Etoposide
12370,Hydroflumethiazide
12371,Tirofiban
12372,Oxcarbazepine
12373,Propiomazine
12374,Roxithromycin
12375,NalidixicAcid
12376,Phenelzine
12377,PolymyxinBSulfate
12378,Propantheline
12379,Estradiol
12380,Mefenamicacid
12381,Cryptenamine
12382,Marimastat
12383,Acyclovir
12384,Naproxen
12385,Gadopentetatedimeglumine
12386,Perindopril
12387,Uracilmustard
12388,Tripelennamine
12389,Haloprogin
12390,Primidone
12391,Sulfasalazine
12392,Candesartan
12393,Tolazoline
12394,Gentamicin
12395,Tazarotene
12396,Fenoldopam
12397,Halazepam
12398,Alfentanil
12399,Colistin
12400,Dicyclomine
12401,Minaprine
12402,Pentoxifylline
12403,Proparacaine
12404,Indapamide
12405,Tropicamide
12406,Biperiden
12407,Ribavirin
12408,Phenylbutazone
12409,Fentanyl
12410,Meloxicam
12411,Sodiumlaurylsulfate
12412,Orciprenaline
12413,Rosoxacin
12414,Propofol
12415,Acetazolamide
12416,Tadalafil
12417,Carprofen
12418,Disulfiram
12419,EthynodiolDiacetate
12420,Enprofylline
12421,Menthol
12422,Natamycin
12423,Cinoxacin
12424,Fosfomycin
12425,Diazepam
12426,Phenmetrazine
12427,Trifluoperazine
12428,Phensuximide
12429,Cefaclor
12430,Mifepristone
12431,Brompheniramine
12432,Loperamide
12433,Progabide
12434,Clocortolone
12435,Tolazamide
12436,Hydroxypropylcellulose
12437,Dobutamine
12438,Oxazepam
12439,Donepezil
12440,Nalbuphine
12441,Clofazimine
12442,Flurandrenolide
12443,Cysteamine
12444,Levamisole
12445,Methylphenobarbital
12446,Perphenazine
12447,Dacarbazine
12448,Pseudoephedrine
12449,Temozolomide
12450,Levorphanol
12451,Aminolevulinicacid
12452,Chlorphenesin
12453,Terbinafine
12454,Drostanolone
12455,Penicillamine
12456,Prednisolone
12457,Diflunisal
12458,Vardenafil
12459,Ranitidine
12460,Tacrolimus
12461,Benzphetamine
12462,Alprenolol
12463,Ritodrine
12464,Benzonatate
12465,Dorzolamide
12466,Suprofen
12467,Terbutaline
12468,Conivaptan
12469,Loteprednol
12470,Guaifenesin
12471,Flupenthixol
12472,Eprosartan
12473,Sirolimus
12474,Chlorhexidine
12475,Emtricitabine
12476,Chlorothiazide
12477,Quinapril
12478,Clomifene
12479,IsosorbideDinitrate
12480,Risedronate
12481,Pemirolast
12482,Bumetanide
12483,Mechlorethamine
12484,Granisetron
12485,Dienestrol
12486,Sulfapyridine
12487,Oxybuprocaine
12488,IronDextran
12489,Testolactone
12490,BenzylpenicilloylPolylysine
12491,Rimexolone
12492,Triazolam
12493,Ethanol
12494,Remifentanil
12495,Didanosine
12496,Bitolterol
12497,Methdilazine
12498,Ethacrynicacid
12499,Ondansetron
12500,Bimatoprost
12501,Tiagabine
12502,Cocaine
12503,Quinidine
12504,Zonisamide
12505,Paricalcitol
12506,Tinidazole
12507,Repaglinide
12508,Anileridine
12509,Phenformin
12510,Amantadine
12511,Metronidazole
12512,Dinoprostone
12513,Almotriptan
12514,Spectinomycin
12515,Ketotifen
12516,Buprenorphine
12517,Levosimendan
12518,Ceforanide
12519,Cyclobenzaprine
12520,Phenoxybenzamine
12521,Etretinate
12522,Famotidine
12523,Azacitidine
12524,Misoprostol
12525,Colesevelam
12526,Methacycline
12527,Tipranavir
12528,Mesoridazine
12529,Maprotiline
12530,Oxymetazoline
12531,Salicyclicacid
12532,Diethylpropion
12533,Salmeterol
12534,Meclofenamicacid
12535,Methantheline
12536,Hexafluronium
12537,Cycrimine
12538,Zalcitabine
12539,Demecarium
12540,Acetylsalicylicacid
12541,Phenprocoumon
12542,Fulvestrant
12543,Mezlocillin
12544,Felbamate
12545,Fexofenadine
12546,Isoniazid
12547,Naratriptan
12548,Rizatriptan
12549,Dirithromycin
12550,Netilmicin
12551,Hydrocodone
12552,Norgestimate
12553,Carboplatin
12554,Methylprednisolone
12555,Pindolol
12556,Mepivacaine
12557,Zaleplon
12558,Bromfenac
12559,Apraclonidine
12560,Ethiodizedoil
12561,Telmisartan
12562,Desloratadine
12563,Methyldopa
12564,Alosetron
12565,Dactinomycin
12566,SeleniumSulfide
12567,Azelastine
12568,Ezetimibe
12569,EdeticAcid
12570,Dipyridamole
12571,Telithromycin
12572,EthinylEstradiol
12573,Lomefloxacin
12574,Cyclopentolate
12575,Ramelteon
12576,Physostigmine
12577,Isotretinoin
12578,Formoterol
12579,Nandrolonephenpropionate
12580,Dimenhydrinate
12581,Glycopyrrolate
12582,Cytarabine
12583,Dopamine
12584,Rivastigmine
12585,Exemestane
12586,Oxaprozin
12587,Methylaminolevulinate
12588,Azathioprine
12589,Neomycin
12590,Auranofin
12591,Gabapentin
12592,Doxorubicin
12593,Frovatriptan
12594,Hydrochlorothiazide
12595,Cyclacillin
12596,Salbutamol
12597,Levobupivacaine
12598,Cromoglicicacid
12599,Ganciclovir
12600,Hydroxyurea
12601,Letrozole
12602,Tioconazole
12603,Busulfan
12604,Ketoprofen
12605,Edrophonium
12606,Metyrapone
12607,Cinacalcet
12608,Clobetasol
12609,Balsalazide
12610,Sulfamethoxazole
12611,Glyburide
12612,Minocycline
12613,Guanfacine
12614,Bethanechol
12615,IsosorbideMononitrate
12616,Trichlormethiazide
12617,Phytonadione
12618,Felodipine
12619,Mycophenolicacid
12620,Amlexanox
12621,Ketoconazole
12622,Methoxyflurane
12623,Irbesartan
12624,Topotecan
12625,Ethinamate
12626,Probenecid
12627,Mercaptopurine
12628,Cerulenin
12629,Procainamide
12630,Tolterodine
12631,Selegiline
12632,Carphenazine
12633,Fenofibrate
12634,HydroxystilbamidineIsethionate
12635,Thalidomide
12636,Melphalan
12637,Memantine
12638,Gatifloxacin
12639,Rifampin
12640,Lubiprostone
12641,Fluocinonide
12642,Abacavir
12643,Ergoloidmesylate
12644,Ibuprofen
12645,Novobiocin
12646,PenicillinG
12647,Nitrendipine
12648,Mimosine
12649,Tocainide
12650,Echothiophate
12651,Praziquantel
12652,Norfloxacin
12653,Amoxicillin
12654,Azlocillin
12655,Oxybutynin
12656,Acetophenazine
12657,Isoproterenol
12658,Melatonin
12659,Cefditoren
12660,Glipizide
12661,Clonazepam
12662,Promethazine
12663,Dihydrotachysterol
12664,Mequitazine
12665,Atazanavir
12666,Fludarabine
12667,Perhexiline
12668,Diphenhydramine
12669,Atorvastatin
12670,Etidronicacid
12671,Deslanoside
12672,Tegaserod
12673,Vigabatrin
12674,Diphenoxylate
12675,Streptomycin
12676,Orlistat
12677,Emedastine
12678,Pilocarpine
12679,Benzocaine
12680,Primaquine
12681,Iloprost
12682,Deserpidine
12683,Pentolinium
12684,Butenafine
12685,Ouabain
12686,Dimethylsulfoxide
12687,Hesperetin
12688,Fluvastatin
12689,Oxamniquine
12690,Leflunomide
12691,Rosuvastatin
12692,Flucytosine
12693,Pimozide
12694,Capecitabine
12695,Arbutamine
12696,Quinacrine
12697,Sertraline
12698,Sibutramine
12699,Levocabastine
12700,Methyprylon
12701,Trilostane
12702,Heparin
12703,Miconazole
12704,Colistimethate
12705,Cefuroxime
12706,Papaverine
12707,Chlorpheniramine
12708,Nifedipine
12709,Trimethaphan
12710,Atovaquone
12711,Amiodarone
12712,Diazoxide
12713,Gliclazide
12714,Phenacemide
12715,Ambenonium
12716,Proflavine
12717,Tolbutamide
12718,Anisindione
12719,Dutasteride
12720,Econazole
12721,Bicalutamide
12722,Rabeprazole
12723,Prednicarbate
12724,Proguanil
12725,Pioglitazone
12726,Tiludronate
12727,DesoxycorticosteronePivalate
12728,Doxacuriumchloride
12729,Carvedilol
12730,Levofloxacin
12731,Sulfinpyrazone
12732,Cephapirin
12733,Cefadroxil
12734,Micafungin
12735,Doxepin
12736,Amifostine
12737,Dichlorphenamide
12738,Sulfoxone
12739,Diphenylpyraline
12740,Cloxacillin
12741,Flavoxate
12742,Nefazodone
12743,Cefprozil
12744,Desipramine
12745,Candicidin
12746,Sertaconazole
12747,Thiamylal
12748,Gemifloxacin
12749,Bupropion
12750,Trimetrexate
12751,Bretylium
12752,Halothane
12753,DinoprostTromethamine
12754,Chloroprocaine
12755,Terazosin
12756,Amdinocillin
12757,CalciumChloride
12758,Ofloxacin
12759,Cilostazol
12760,Itraconazole
12761,Procarbazine
12762,Arsenictrioxide
12763,Guanethidine
12764,Moclobemide
12765,Kanamycin
12766,Orphenadrine
12767,Phenobarbital
12768,Escitalopram
12769,Cyclizine
12770,Idarubicin
12771,Chlormezanone
12772,Podofilox
12773,Rescinnamine
12774,Ifosfamide
12775,Propafenone
12776,Naloxone
12777,Domperidone
12778,Fluoxymesterone
12779,Pergolide
12780,Iophendylate
12781,Ciclopirox
12782,Desflurane
12783,Clindamycin
12784,Dexfenfluramine
12785,Oxymorphone
12786,Acebutolol
12787,Brinzolamide
12788,Flecainide
12789,Estramustine
12790,Captopril
12791,Zopiclone
12792,Tubocurarine
12793,Bromocriptine
12794,Rifapentine
12795,Levetiracetam
12796,Nadolol
12797,Mitoxantrone
12798,Flumazenil
12799,Lomustine
12800,Ridogrel
12801,Sparfloxacin
12802,Dezocine
12803,Levobunolol
12804,Clarithromycin
12805,Ceftriaxone
12806,Fomepizole
12807,Metipranolol
12808,Estazolam
12809,Finasteride
12810,Anastrozole
12811,Halofantrine
12812,Dantrolene
12813,Rifaximin
12814,Ketamine
12815,Budesonide
12816,Aminophylline
12817,Quetiapine
12818,Enoxaparin
12819,Mivacurium
12820,LevomethadylAcetate
12821,Encainide
12822,Paclitaxel
12823,Pemoline
12824,Diphenidol
12825,Saquinavir
12826,Metoclopramide
12827,Dexamethasone
12828,Levodopa
12829,Sevoflurane
12830,Bromodiphenhydramine
12831,Aripiprazole
12832,Chlorprothixene
12833,Epoprostenol
12834,Gemfibrozil
12835,Clomipramine
12836,Chloroxine
12837,Bepridil
12838,Decamethonium
12839,Trimeprazine
12840,Isocarboxazid
12841,Docetaxel
12842,Iodixanol
12843,Olsalazine
12844,Gliquidone
12845,Mitiglinide
12846,Ergonovine
12847,Dasatinib
12848,Lisdexamfetamine
12849,Retapamulin
12850,Eculizumab
12851,Aliskiren
12852,Lapatinib
12853,Desonide
12854,Sitagliptin
12855,Decitabine
12856,Posaconazole
12857,Darunavir
12858,Telbivudine
12859,Kunecatechins
12860,Paliperidone
12861,Sunitinib
12862,Panitumumab
12863,Ranibizumab
12864,Idursulfase
12865,Alglucosidasealfa
12866,Varenicline
12867,Arformoterol
12868,Hydralazine
12869,Exenatide
12870,Mecasermin
12871,Pramlintide
12872,Galsulfase
12873,Nelarabine
12874,Abatacept
12875,Carbetocin
12876,Lumiracoxib
12877,Cosyntropin
12878,Corticotropin
12879,Dihydroergotoxine
12880,Fenoterol
12881,Glisoxepide
12882,Pirbuterol
12883,BismuthSubsalicylate
12884,Bevantolol
12885,Glucosamine
12886,Practolol
12887,Sulfacytine
12888,Sulfadoxine
12889,Rolitetracycline
12890,Oxtriphylline
12891,InsulinAspart
12892,InsulinDetemir
12893,InsulinGlulisine
12894,Fosamprenavir
12895,Fosphenytoin
12896,Josamycin
12897,Kava
12898,St.John'sWort
12899,Polythiazide
12900,Quinethazone
12901,Cefamandole
12902,Cefazolin
12903,Cefonicid
12904,Cefoperazone
12905,Cefotetan
12906,Cefoxitin
12907,Ceftizoxime
12908,Cefradine
12909,Metocurine
12910,Pancuronium
12911,Pipecuronium
12912,Vecuronium
12913,Cilazapril
12914,Dihydroquinidinebarbiturate
12915,Forasartan
12916,Polystyrenesulfonate
12917,Potassium
12918,Quinidinebarbiturate
12919,Saprisartan
12920,Spirapril
12921,Tasosartan
12922,Amobarbital
12923,Aprobarbital
12924,Butethal
